[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
LdElbFlexRng	deg	121.5340
TrlElbFlexMax	deg	173.1240
TrlElbFlexMin	deg	77.8670
TrlElbFlexRng	deg	95.2570
LdWrstDevMax	deg	50.9560
LdWrstDevMin	deg	-8.5520
LdWrstDevRng	deg	59.5080
LdWrstFEMax	deg	0.8540
LdWrstFEMin	deg	-48.8440
LdWrstFERng	deg	49.6980
TrlWrstDevMax	deg	18.3880
TrlWrstDevMin	deg	-18.0060
TrlWrstDevRng	deg	36.3940
TrlWrstFEMax	deg	9.5340
TrlWrstFEMin	deg	-37.3460
TrlWrstFERng	deg	46.8800
LdFArmRotMax	deg	37.8220
LdFArmRotMin	deg	-22.5040
LdFArmRotRng	deg	60.3260
TrlFArmRotMax	deg	102.4970
TrlFArmRotMin	deg	-24.2370
TrlFArmRotRng	deg	126.7340
SpnRtSMax	deg	46.0460
SpnRtSMin	deg	-40.5710
SpnRtSRng	deg	86.6170
LdHpFlxMax	deg	33.6110
LdHpFlxMin	deg	2.0920
LdHpFlxRng	deg	31.5190
TrlHpFlxMax	deg	32.0850
TrlHpFlxMin	deg	-16.4450
TrlHpFlxRng	deg	48.5300
LdKnFlxMax	deg	37.9900
LdKnFlxMin	deg	0.4520
LdKnFlxRng	deg	37.5380
TrlKnFlxMax	deg	39.9250
TrlKnFlxMin	deg	10.5870
TrlKnFlxRng	deg	29.3380
LdAnkFlxMax	deg	15.0730
LdAnkFlxMin	deg	-25.2600
LdAnkFlxRng	deg	40.3330
TrlAnkFlxMax	deg	8.4640
TrlAnkFlxMin	deg	-36.7790
TrlAnkFlxRng	deg	45.2430
LdHpAdAbMax	deg	7.1840
LdHpAdAbMin	deg	-32.8640
LdHpAdAbRng	deg	40.0480
TrlHpAdAbMax	deg	10.7290
TrlHpAdAbMin	deg	-21.5880
TrlHpAdAbRng	deg	32.3170
LdAnkSPMax	deg	21.8160
LdAnkSPMin	deg	6.7630
LdAnkSPRng	deg	15.0530
TrlAnkSPMax	deg	19.4980
TrlAnkSPMin	deg	3.2980
TrlAnkSPRng	deg	16.2000
LdHpIERotMax	deg	51.5000
LdHpIERotMin	deg	-48.9540
LdHpIERotRng	deg	100.4540
TrlHpIERotMax	deg	36.7130
TrlHpIERotMin	deg	-32.0430
TrlHpIERotRng	deg	68.7560
SpnAxisFwdTltBFMax	deg	28.3870
SpnAxisFwdTltBFMin	deg	14.1290
SpnAxisFwdTltBFRng	deg	14.2580
SpnAxisSideTltLTMax	deg	32.5210
SpnAxisSideTltLTMin	deg	-11.2330
SpnAxisSideTltLTRng	deg	43.7540
NeckFEMax	deg	24.6790
NeckFEMin	deg	-15.3590
NeckFERng	deg	40.0380
NeckSBMax	deg	6.3230
NeckSBMin	deg	-12.5770
NeckSBRng	deg	18.9000
NeckRtnMax	deg	75.1220
NeckRtnMin	deg	-69.6410
NeckRtnRng	deg	144.7630
LArmHtAngMax	deg	23.5350
LArmHtAngMin	deg	-178.0900
LArmHtAngRng	deg	201.6250
LArmHorAdMax	deg	176.7870
LArmHorAdMin	deg	44.7430
LArmHorAdRng	deg	132.0440
LWrstAngMax	deg	178.0500
LWrstAngMin	deg	89.2850
LWrstAngRng	deg	88.7650
SpineFEJCSMax	deg	21.4960
SpineFEJCSMin	deg	-17.9920
SpineFEJCSRng	deg	39.4880
SpineSBJCSMax	deg	36.6270
SpineSBJCSMin	deg	-21.6230
SpineSBJCSRng	deg	58.2500
SpineRtnJCSMax	deg	48.1030
SpineRtnJCSMin	deg	-41.9370
SpineRtnJCSRng	deg	90.0400
ThxRtnJCSMax	deg	147.6460
ThxRtnJCSMin	deg	-90.4270
ThxRtnJCSRng	deg	238.0730
PlvRtnJCSMax	deg	100.6700
PlvRtnJCSMin	deg	-50.6130
PlvRtnJCSRng	deg	151.2830
HedRtnJCSMax	deg	88.7220
HedRtnJCSMin	deg	-15.1490
HedRtnJCSRng	deg	103.8710
SpnBndMax	deg	26.2640
SpnBndMin	deg	-29.7020
SpnBndRng	deg	55.9660
SpnSBndMax	deg	27.3450
SpnSBndMin	deg	-24.2850
SpnSBndRng	deg	51.6300
