[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
tTranToImpClb	ms	320.8333
tTranPlvThx	ms	87.5000
tTranThxLUArm	ms	0.0000
tTranLUArmClb	ms	45.8333
tTranThxArms	ms	8.3333
tTranArmsClb	ms	37.5000
PlvTransAccel	d/s/s	352.2200
ThxTransAccel	d/s/s	694.8400
LUArmTransAccel	d/s/s	1260.3800
ClbTransAccel	d/s/s	3233.9000
tTranToEqPlv	ms	141.6667
tTranToEqThx	ms	54.1667
tTranToEqLUArm	ms	54.1667
tTranToEqClb	ms	8.3333
ShHorAdAtThxTrans	deg	44.6550
ShHorAdAtLArmTrans	deg	44.6550
ShHorAdMin	deg	44.4350
ThxLArmContraAng	deg	0.0000
ThxLArmIpsiAng	deg	0.0000
ThxLArmTotalAng	deg	0.0000
tThxLArmContra	ms	0.0000
tThxLArmIpsi	ms	0.0000
tThxLArmTotal	ms	0.0000
vThxLArmContra	d/s	0.0000
vThxLArmIpsi	d/s	0.0000
vThxLArmTotal	d/s	0.0000
WrSetAtLArmTrans	deg	98.2380
WrSetAtClbTrans	deg	93.5820
WrSetMin	deg	89.4370
WrSetPreImp	deg	130.0840
LArmClbContraAng	deg	4.6560
LArmClbIpsiAng	deg	4.1450
LArmClbTotalAng	deg	8.8010
tLArmClbContra	ms	45.8333
tLArmClbIpsi	ms	83.3333
tLArmClbTotal	ms	129.1667
vLArmClbContra	d/s	101.5855
vLArmClbIpsi	d/s	49.7400
vLArmClbTotal	d/s	68.1368
WrSetAVMax	d/s	977.7800
PkOrdBkSwPlv	order	1.0000
PkOrdBkSwThx	order	2.0000
PkOrdBkSwLArm	order	4.0000
PkOrdBkSwClb	order	3.0000
tBkSwPkToTopPlv	ms	587.5000
tBkSwPkToTopThx	ms	491.6667
tBkSwPkToTopLArm	ms	345.8333
tBkSwPkToTopClb	ms	375.0000
tBkSwPkToImpPlv	ms	908.3333
tBkSwPkToImpThx	ms	812.5000
tBkSwPkToImpLArm	ms	666.6667
tBkSwPkToImpClb	ms	695.8333
BkSwPkPlv	d/s	119.5520
BkSwPkThx	d/s	234.0760
BkSwPkLUArm	d/s	323.2470
BkSwPkClb	d/s	453.3450
aaBkSwPlv	d/s/s	237.7600
aaBkSwThx	d/s/s	404.5594
aaBkSwLArm	d/s/s	437.8688
aaBkSwClb	d/s/s	645.3236
adBkSwPlv	d/s/s	363.9916
adBkSwThx	d/s/s	488.3142
adBkSwLArm	d/s/s	532.3116
adBkSwClb	d/s/s	650.5818
tBkSwPkPlvToThx	ms	95.8333
tBkSwPkThxToLArm	ms	145.8333
tBkSwPkLArmToClb	ms	-29.1667
PlvRtnMax	deg	100.1530
PlvRtnMin	deg	-46.0950
PlvRtnRng	deg	146.2480
UBdyRtnMax	deg	145.5480
UBdyRtnMin	deg	-85.1630
UBdyRtnRng	deg	230.7110
PlvBndMax	deg	18.8380
PlvBndMin	deg	-10.3350
PlvBndRng	deg	29.1730
UBdyBndMax	deg	39.1980
UBdyBndMin	deg	-32.6770
UBdyBndRng	deg	71.8750
PlvSBndMax	deg	12.9440
PlvSBndMin	deg	-14.3650
PlvSBndRng	deg	27.3090
UBdySBndMax	deg	37.5680
UBdySBndMin	deg	-39.9560
UBdySBndRng	deg	77.5240
HdRtnMax	deg	81.2370
HdRtnMin	deg	-8.1310
HdRtnRng	deg	89.3680
HdBndMax	deg	45.0240
HdBndMin	deg	-7.2440
HdBndRng	deg	52.2680
HdSBndMax	deg	42.0900
HdSBndMin	deg	-21.0820
HdSBndRng	deg	63.1720
LdElbFlexMax	deg	170.4730
LdElbFlexMin	deg	46.2090
LdElbFlexRng	deg	124.2640
TrlElbFlexMax	deg	172.7890
TrlElbFlexMin	deg	76.0360
TrlElbFlexRng	deg	96.7530
LdWrstDevMax	deg	48.6820
LdWrstDevMin	deg	-8.0660
LdWrstDevRng	deg	56.7480
LdWrstFEMax	deg	2.6020
LdWrstFEMin	deg	-51.5980
LdWrstFERng	deg	54.2000
TrlWrstDevMax	deg	20.9030
TrlWrstDevMin	deg	-17.0740
TrlWrstDevRng	deg	37.9770
TrlWrstFEMax	deg	13.4000
TrlWrstFEMin	deg	-37.3670
TrlWrstFERng	deg	50.7670
LdFArmRotMax	deg	38.2610
LdFArmRotMin	deg	-18.7790
LdFArmRotRng	deg	57.0400
TrlFArmRotMax	deg	98.7480
TrlFArmRotMin	deg	-33.0060
TrlFArmRotRng	deg	131.7540
SpnRtSMax	deg	42.9600
SpnRtSMin	deg	-40.6430
SpnRtSRng	deg	83.6030
LdHpFlxMax	deg	39.3350
LdHpFlxMin	deg	5.0520
LdHpFlxRng	deg	34.2830
TrlHpFlxMax	deg	35.3240
TrlHpFlxMin	deg	-14.9740
TrlHpFlxRng	deg	50.2980
LdKnFlxMax	deg	39.9390
LdKnFlxMin	deg	-0.7790
LdKnFlxRng	deg	40.7180
TrlKnFlxMax	deg	40.2780
TrlKnFlxMin	deg	13.9380
TrlKnFlxRng	deg	26.3400
LdAnkFlxMax	deg	13.4070
LdAnkFlxMin	deg	-28.6610
LdAnkFlxRng	deg	42.0680
TrlAnkFlxMax	deg	11.3740
TrlAnkFlxMin	deg	-39.1260
TrlAnkFlxRng	deg	50.5000
LdHpAdAbMax	deg	8.5780
LdHpAdAbMin	deg	-35.8360
LdHpAdAbRng	deg	44.4140
TrlHpAdAbMax	deg	10.5090
TrlHpAdAbMin	deg	-19.1290
TrlHpAdAbRng	deg	29.6380
LdAnkSPMax	deg	15.6040
LdAnkSPMin	deg	2.9760
LdAnkSPRng	deg	12.6280
TrlAnkSPMax	deg	20.0680
TrlAnkSPMin	deg	4.5700
TrlAnkSPRng	deg	15.4980
LdHpIERotMax	deg	48.2540
LdHpIERotMin	deg	-49.6580
LdHpIERotRng	deg	97.9120
TrlHpIERotMax	deg	34.4180
TrlHpIERotMin	deg	-24.1010
TrlHpIERotRng	deg	58.5190
SpnAxisFwdTltBFMax	deg	29.6380
SpnAxisFwdTltBFMin	deg	14.0460
SpnAxisFwdTltBFRng	deg	15.5920
SpnAxisSideTltLTMax	deg	29.6420
SpnAxisSideTltLTMin	deg	-11.7600
SpnAxisSideTltLTRng	deg	41.4020
NeckFEMax	deg	22.1470
NeckFEMin	deg	-10.9900
NeckFERng	deg	33.1370
NeckSBMax	deg	6.3060
NeckSBMin	deg	-10.1240
NeckSBRng	deg	16.4300
NeckRtnMax	deg	74.1040
NeckRtnMin	deg	-71.5700
NeckRtnRng	deg	145.6740
LArmHtAngMax	deg	21.2880
LArmHtAngMin	deg	-177.8210
LArmHtAngRng	deg	199.1090
LArmHorAdMax	deg	190.5780
LArmHorAdMin	deg	44.4350
LArmHorAdRng	deg	146.1430
LWrstAngMax	deg	178.1080
LWrstAngMin	deg	89.4370
LWrstAngRng	deg	88.6710
SpineFEJCSMax	deg	21.7750
SpineFEJCSMin	deg	-18.7340
SpineFEJCSRng	deg	40.5090
SpineSBJCSMax	deg	32.2230
SpineSBJCSMin	deg	-21.4510
SpineSBJCSRng	deg	53.6740
SpineRtnJCSMax	deg	45.7790
SpineRtnJCSMin	deg	-42.3250
SpineRtnJCSRng	deg	88.1040
ThxRtnJCSMax	deg	146.0350
ThxRtnJCSMin	deg	-86.2010
ThxRtnJCSRng	deg	232.2360
PlvRtnJCSMax	deg	100.1530
PlvRtnJCSMin	deg	-46.0950
PlvRtnJCSRng	deg	146.2480
HedRtnJCSMax	deg	82.5330
HedRtnJCSMin	deg	-11.6650
HedRtnJCSRng	deg	94.1980
SpnBndMax	deg	24.5240
SpnBndMin	deg	-28.8900
SpnBndRng	deg	53.4140
SpnSBndMax	deg	24.8990
SpnSBndMin	deg	-26.5300
SpnSBndRng	deg	51.4290
