[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
NeckRtnMax	deg	76.0380
NeckRtnMin	deg	-67.1990
NeckRtnRng	deg	143.2370
LArmHtAngMax	deg	22.3590
LArmHtAngMin	deg	-193.4360
LArmHtAngRng	deg	215.7950
LArmHorAdMax	deg	183.4360
LArmHorAdMin	deg	43.5170
LArmHorAdRng	deg	139.9190
LWrstAngMax	deg	178.2090
LWrstAngMin	deg	93.7240
LWrstAngRng	deg	84.4850
SpineFEJCSMax	deg	25.2350
SpineFEJCSMin	deg	-16.2580
SpineFEJCSRng	deg	41.4930
SpineSBJCSMax	deg	31.9710
SpineSBJCSMin	deg	-24.0780
SpineSBJCSRng	deg	56.0490
SpineRtnJCSMax	deg	47.1220
SpineRtnJCSMin	deg	-45.8680
SpineRtnJCSRng	deg	92.9900
ThxRtnJCSMax	deg	145.1330
ThxRtnJCSMin	deg	-93.2670
ThxRtnJCSRng	deg	238.4000
PlvRtnJCSMax	deg	96.8450
PlvRtnJCSMin	deg	-49.4940
PlvRtnJCSRng	deg	146.3390
HedRtnJCSMax	deg	85.5310
HedRtnJCSMin	deg	-16.4680
HedRtnJCSRng	deg	101.9990
SpnBndMax	deg	29.6960
SpnBndMin	deg	-26.4570
SpnBndRng	deg	56.1530
SpnSBndMax	deg	23.9660
SpnSBndMin	deg	-26.9910
SpnSBndRng	deg	50.9570
