[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body w Extra VFrames.skl	Full Body w Extra VFrames
[CLC Project Name]

[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
aaBkSwPlv	d/s/s	129.7250
aaBkSwThx	d/s/s	564.4086
aaBkSwLArm	d/s/s	399.2229
aaBkSwClb	d/s/s	1084.0000
adBkSwPlv	d/s/s	93.9055
adBkSwThx	d/s/s	551.6086
adBkSwLArm	d/s/s	459.6133
adBkSwClb	d/s/s	1040.8912
tBkSwPkPlvToThx	ms	-154.1667
tBkSwPkThxToLArm	ms	175.0000
tBkSwPkLArmToClb	ms	12.5000
PlvRtnMax	deg	91.6800
PlvRtnMin	deg	-37.9270
PlvRtnRng	deg	129.6070
UBdyRtnMax	deg	132.1760
UBdyRtnMin	deg	-74.5960
UBdyRtnRng	deg	206.7720
PlvBndMax	deg	26.8140
PlvBndMin	deg	4.0140
PlvBndRng	deg	22.8000
UBdyBndMax	deg	49.0250
UBdyBndMin	deg	-21.3890
UBdyBndRng	deg	70.4140
PlvSBndMax	deg	15.7300
PlvSBndMin	deg	-7.4580
PlvSBndRng	deg	23.1880
UBdySBndMax	deg	46.8860
UBdySBndMin	deg	-38.0460
UBdySBndRng	deg	84.9320
HdRtnMax	deg	99.0470
HdRtnMin	deg	-11.4640
HdRtnRng	deg	110.5110
HdBndMax	deg	44.8210
HdBndMin	deg	-13.7690
HdBndRng	deg	58.5900
HdSBndMax	deg	39.5910
HdSBndMin	deg	-7.1400
HdSBndRng	deg	46.7310
LdElbFlexMax	deg	167.1220
LdElbFlexMin	deg	167.1110
LdElbFlexRng	deg	0.0110
TrlElbFlexMax	deg	174.0470
TrlElbFlexMin	deg	58.2850
TrlElbFlexRng	deg	115.7620
LdWrstDevMax	deg	47.6950
LdWrstDevMin	deg	-28.8400
LdWrstDevRng	deg	76.5350
LdWrstFEMax	deg	3.3710
LdWrstFEMin	deg	-52.3610
LdWrstFERng	deg	55.7320
TrlWrstDevMax	deg	47.2310
TrlWrstDevMin	deg	-2.4380
TrlWrstDevRng	deg	49.6690
TrlWrstFEMax	deg	32.9920
TrlWrstFEMin	deg	-66.2340
TrlWrstFERng	deg	99.2260
LdFArmRotMax	deg	63.3140
LdFArmRotMin	deg	-31.6850
LdFArmRotRng	deg	94.9990
TrlFArmRotMax	deg	42.7320
TrlFArmRotMin	deg	-36.0650
TrlFArmRotRng	deg	78.7970
SpnRtSMax	deg	104.0880
SpnRtSMin	deg	-100.3720
SpnRtSRng	deg	204.4600
LdHpFlxMax	deg	35.7910
LdHpFlxMin	deg	11.6330
LdHpFlxRng	deg	24.1580
TrlHpFlxMax	deg	43.8160
TrlHpFlxMin	deg	-6.8070
TrlHpFlxRng	deg	50.6230
LdKnFlxMax	deg	39.5950
LdKnFlxMin	deg	9.6750
LdKnFlxRng	deg	29.9200
TrlKnFlxMax	deg	54.0910
TrlKnFlxMin	deg	15.3680
TrlKnFlxRng	deg	38.7230
LdAnkFlxMax	deg	19.3400
LdAnkFlxMin	deg	-0.1520
LdAnkFlxRng	deg	19.4920
TrlAnkFlxMax	deg	10.7310
TrlAnkFlxMin	deg	-41.9420
TrlAnkFlxRng	deg	52.6730
LdHpAdAbMax	deg	20.1050
LdHpAdAbMin	deg	-24.5280
LdHpAdAbRng	deg	44.6330
TrlHpAdAbMax	deg	1.9390
TrlHpAdAbMin	deg	-32.9630
TrlHpAdAbRng	deg	34.9020
LdAnkSPMax	deg	15.3300
LdAnkSPMin	deg	-8.8600
LdAnkSPRng	deg	24.1900
TrlAnkSPMax	deg	26.2970
TrlAnkSPMin	deg	1.1730
TrlAnkSPRng	deg	25.1240
LdHpIERotMax	deg	41.2470
LdHpIERotMin	deg	-41.6490
LdHpIERotRng	deg	82.8960
TrlHpIERotMax	deg	37.9330
TrlHpIERotMin	deg	-9.6990
TrlHpIERotRng	deg	47.6320
SpnAxisFwdTltBFMax	deg	34.6270
SpnAxisFwdTltBFMin	deg	13.0590
SpnAxisFwdTltBFRng	deg	21.5680
SpnAxisSideTltLTMax	deg	17.0900
SpnAxisSideTltLTMin	deg	-2.9610
SpnAxisSideTltLTRng	deg	20.0510
NeckFEMax	deg	5.9550
NeckFEMin	deg	-29.7190
NeckFERng	deg	35.6740
NeckSBMax	deg	24.1810
NeckSBMin	deg	-32.7450
NeckSBRng	deg	56.9260
NeckRtnMax	deg	65.3070
NeckRtnMin	deg	-58.0820
NeckRtnRng	deg	123.3890
LArmHtAngMax	deg	-1.4470
LArmHtAngMin	deg	-113.4520
LArmHtAngRng	deg	112.0050
LArmHorAdMax	deg	182.3010
LArmHorAdMin	deg	44.7040
LArmHorAdRng	deg	137.5970
LWrstAngMax	deg	167.3990
LWrstAngMin	deg	65.1960
LWrstAngRng	deg	102.2030
SpineFEJCSMax	deg	22.4230
SpineFEJCSMin	deg	-10.9430
SpineFEJCSRng	deg	33.3660
SpineSBJCSMax	deg	33.1090
SpineSBJCSMin	deg	-16.3350
SpineSBJCSRng	deg	49.4440
SpineRtnJCSMax	deg	41.1590
SpineRtnJCSMin	deg	-43.8830
SpineRtnJCSRng	deg	85.0420
ThxRtnJCSMax	deg	129.0080
ThxRtnJCSMin	deg	-77.7090
ThxRtnJCSRng	deg	206.7170
PlvRtnJCSMax	deg	91.6800
PlvRtnJCSMin	deg	-37.9270
PlvRtnJCSRng	deg	129.6070
HedRtnJCSMax	deg	98.7880
HedRtnJCSMin	deg	-12.2780
HedRtnJCSRng	deg	111.0660
SpnBndMax	deg	22.3140
SpnBndMin	deg	-30.1030
SpnBndRng	deg	52.4170
SpnSBndMax	deg	33.9770
SpnSBndMin	deg	-31.8060
SpnSBndRng	deg	65.7830
