[Version]
5.0	Advanced Motion Measurement
[Project Name]
Full Body 12R TPI 7-14-04	Full Body 12R TPI 7-14-04
[Data Name]
Computed Values
[Sample Rate]
240.00
[Items]
3
[Data]
Name	Units	Value
HdRtnRng	deg	130.6300
HdBndMax	deg	39.1610
HdBndMin	deg	-12.7270
HdBndRng	deg	51.8880
HdSBndMax	deg	30.9040
HdSBndMin	deg	1.2150
HdSBndRng	deg	29.6890
LdElbFlexMax	deg	148.5110
LdElbFlexMin	deg	55.0600
LdElbFlexRng	deg	93.4510
TrlElbFlexMax	deg	158.8560
TrlElbFlexMin	deg	71.2890
TrlElbFlexRng	deg	87.5670
LdWrstDevMax	deg	30.0230
LdWrstDevMin	deg	-16.7670
LdWrstDevRng	deg	46.7900
LdWrstFEMax	deg	3.1580
LdWrstFEMin	deg	-60.1730
LdWrstFERng	deg	63.3310
TrlWrstDevMax	deg	24.4590
TrlWrstDevMin	deg	-21.7100
TrlWrstDevRng	deg	46.1690
TrlWrstFEMax	deg	19.3080
TrlWrstFEMin	deg	-30.2770
TrlWrstFERng	deg	49.5850
LdFArmRotMax	deg	66.8020
LdFArmRotMin	deg	-38.6300
LdFArmRotRng	deg	105.4320
TrlFArmRotMax	deg	77.1940
TrlFArmRotMin	deg	-11.6130
TrlFArmRotRng	deg	88.8070
SpnRtSMax	deg	33.2770
SpnRtSMin	deg	-43.8770
SpnRtSRng	deg	77.1540
LdHpFlxMax	deg	50.8340
LdHpFlxMin	deg	19.5210
LdHpFlxRng	deg	31.3130
TrlHpFlxMax	deg	48.5720
TrlHpFlxMin	deg	-14.9910
TrlHpFlxRng	deg	63.5630
LdKnFlxMax	deg	50.3580
LdKnFlxMin	deg	-6.5490
LdKnFlxRng	deg	56.9070
TrlKnFlxMax	deg	42.0750
TrlKnFlxMin	deg	18.6090
TrlKnFlxRng	deg	23.4660
LdAnkFlxMax	deg	14.9970
LdAnkFlxMin	deg	-19.9790
LdAnkFlxRng	deg	34.9760
TrlAnkFlxMax	deg	10.4950
TrlAnkFlxMin	deg	-10.8450
TrlAnkFlxRng	deg	21.3400
LdHpAdAbMax	deg	5.7750
LdHpAdAbMin	deg	-31.5990
LdHpAdAbRng	deg	37.3740
TrlHpAdAbMax	deg	7.1620
TrlHpAdAbMin	deg	-28.2270
TrlHpAdAbRng	deg	35.3890
LdAnkSPMax	deg	15.1250
LdAnkSPMin	deg	6.0280
LdAnkSPRng	deg	9.0970
TrlAnkSPMax	deg	8.2990
TrlAnkSPMin	deg	-4.0880
TrlAnkSPRng	deg	12.3870
LdHpIERotMax	deg	33.1830
LdHpIERotMin	deg	-48.8570
LdHpIERotRng	deg	82.0400
TrlHpIERotMax	deg	28.0930
TrlHpIERotMin	deg	-44.5470
TrlHpIERotRng	deg	72.6400
SpnAxisFwdTltBFMax	deg	30.6380
SpnAxisFwdTltBFMin	deg	4.1060
SpnAxisFwdTltBFRng	deg	26.5320
SpnAxisSideTltLTMax	deg	12.2070
SpnAxisSideTltLTMin	deg	4.5310
SpnAxisSideTltLTRng	deg	7.6760
NeckFEMax	deg	14.2750
NeckFEMin	deg	-20.1360
NeckFERng	deg	34.4110
NeckSBMax	deg	9.1510
NeckSBMin	deg	-38.5100
NeckSBRng	deg	47.6610
NeckRtnMax	deg	67.3540
NeckRtnMin	deg	-43.7500
NeckRtnRng	deg	111.1040
LArmHtAngMax	deg	35.4870
LArmHtAngMin	deg	-116.3550
LArmHtAngRng	deg	151.8420
LArmHorAdMax	deg	164.5260
LArmHorAdMin	deg	66.6860
LArmHorAdRng	deg	97.8400
LWrstAngMax	deg	162.1420
LWrstAngMin	deg	44.1190
LWrstAngRng	deg	118.0230
SpineFEJCSMax	deg	25.5020
SpineFEJCSMin	deg	-4.4910
SpineFEJCSRng	deg	29.9930
SpineSBJCSMax	deg	19.3750
SpineSBJCSMin	deg	-3.6150
SpineSBJCSRng	deg	22.9900
SpineRtnJCSMax	deg	34.8970
SpineRtnJCSMin	deg	-45.4190
SpineRtnJCSRng	deg	80.3160
ThxRtnJCSMax	deg	141.8300
ThxRtnJCSMin	deg	-91.9150
ThxRtnJCSRng	deg	233.7450
PlvRtnJCSMax	deg	108.3630
PlvRtnJCSMin	deg	-51.5230
PlvRtnJCSRng	deg	159.8860
HedRtnJCSMax	deg	100.1770
HedRtnJCSMin	deg	-24.6310
HedRtnJCSRng	deg	124.8080
SpnBndMax	deg	27.4030
SpnBndMin	deg	-13.1870
SpnBndRng	deg	40.5900
SpnSBndMax	deg	20.8320
SpnSBndMin	deg	-23.4880
SpnSBndRng	deg	44.3200
